"animal_id","taxonomic_code","sex","birth_type","litter_size","species","genus","mother_father_same","age","month_born"
"5774","ECOR","M","captive",2,"E","COR",1,0.147945205479452,4
"5775","ECOR","F","captive",2,"E","COR",1,0.134246575342466,4
"5776","ECOL","F","captive",1,"E","COL",1,25.1534246575342,4
"5777","EFUL","M","captive",1,"E","FUL",1,NA,4
"5778","EUL","F","captive",1,"E","UL",0,0.00273972602739726,4
"5779","EUL","F","captive",1,"E","UL",0,11.9534246575342,4
"578","EUL","M","captive",2,"E","UL",0,NA,2
"5780","EMAC","M","captive",1,"E","MAC",1,NA,4
"5781","ERUF","M","captive",1,"E","RUF",1,NA,4
"5782","EUL","F","captive",1,"E","UL",0,NA,4
"5783","ERUF","F","captive",1,"E","RUF",1,NA,4
"5784","VRUB","M","captive",1,"V","RUB",1,22.3123287671233,4
"5785","VVV","M","captive",2,"V","VV",1,NA,4
"5786","VVV","F","captive",2,"V","VV",1,28.5972602739726,4
"5787","EMAC","F","captive",2,"E","MAC",1,0,4
"5788","EMAC","M","captive",2,"E","MAC",1,0,4
"5789","EMAC",NA,"captive",1,"E","MAC",1,0,4
"579","EFUL","M","captive",1,"E","FUL",1,NA,2
"5790","VRUB","M","captive",1,"V","RUB",1,25.7808219178082,4
"5791","VRUB","M","captive",2,"V","RUB",1,6.2054794520548,4
"5792","VRUB","F","captive",2,"V","RUB",1,29.958904109589,4
"5793","EUL","M","captive",NA,"E","UL",1,NA,4
"5794","VVV","M","captive",2,"V","VV",1,10.1260273972603,5
"5795","VVV","M","captive",2,"V","VV",1,22.4164383561644,5
"5796","ERUF","M","captive",NA,"E","RUF",1,4.45479452054794,4
"5797","EUL","M","captive",2,"E","UL",0,0,5
"5798","EUL","M","captive",2,"E","UL",0,NA,5
"5799","ERUF","F","captive",1,"E","RUF",1,NA,5
"5800","ECOL","M","captive",1,"E","COL",1,20.9972602739726,5
"5801","EUL","M","captive",2,"E","UL",0,NA,5
"5802","EUL","F","captive",2,"E","UL",0,NA,5
"5803","EUL","M","captive",1,"E","UL",1,NA,5
"5804","ERUF","F","captive",NA,"E","RUF",1,NA,5
"5805","EALB","M","captive",2,"E","ALB",1,27.7452054794521,5
"5806","EALB","F","captive",2,"E","ALB",1,NA,5
"5807","EUL","M","captive",1,"E","UL",0,18.1972602739726,5
"5808","VVV","F","captive",2,"V","VV",1,15.0986301369863,5
"5809","VVV","F","captive",2,"V","VV",1,23.4876712328767,5
"581","EMAC",NA,"captive",1,"E","MAC",1,0.00821917808219178,3
"5810","VAR","M","captive",1,"V","AR",0,0.00547945205479452,5
"5811","LCAT","M","captive",3,"L","CAT",1,18.0219178082192,6
"5812","LCAT","F","captive",3,"L","CAT",1,NA,6
"5813","LCAT","F","captive",3,"L","CAT",1,NA,6
"5814","EMAC","F","captive",1,"E","MAC",1,0,6
"5815","EUL","F","captive",1,"E","UL",NA,0,6
"5816","EUL","M","captive",1,"E","UL",1,NA,5
"5817","EUL","M","captive",NA,"E","UL",0,NA,1
"5818","EUL","M","captive",NA,"E","UL",0,1.98904109589041,1
"5819","LCAT","F","captive",NA,"L","CAT",NA,NA,6
"582","LCAT","M","captive",2,"L","CAT",NA,20.027397260274,3
"5820","ERUF","M","captive",NA,"E","RUF",NA,NA,3
"5821","EUL","M","captive",NA,"E","UL",1,18.6794520547945,5
"5823","EFUL","M","captive",NA,"E","FUL",1,NA,1
"5824","EFUL","M","captive",NA,"E","FUL",1,NA,4
"5825","ERUF","F","captive",NA,"E","RUF",NA,2.70684931506849,3
"5826","EMON","M","captive",1,"E","MON",1,33.6794520547945,11
"5827","VRUB","M","captive",NA,"V","RUB",NA,NA,5
"5828","EUL","F","captive",NA,"E","UL",1,NA,4
"5829","EMAC",NA,"captive",2,"E","MAC",1,0,2
"583","LCAT","M","captive",2,"L","CAT",NA,NA,3
"5830","EMAC",NA,"captive",2,"E","MAC",1,0,2
"5831","EUL","M","captive",NA,"E","UL",0,NA,4
"5832","ERUF","F","captive",NA,"E","RUF",1,29.5123287671233,4
"5833","ERUF","F","captive",NA,"E","RUF",1,NA,4
"5834","EMAC","F","captive",2,"E","MAC",1,0,2
"5835","EMAC","M","captive",2,"E","MAC",1,0,2
"5836","EUL","M","captive",NA,"E","UL",0,NA,4
"5837","EFUL","F","captive",1,"E","FUL",1,NA,3
"5838","ERUF","M","captive",1,"E","RUF",NA,0.0410958904109589,3
"5839","ERUF","M","captive",2,"E","RUF",1,0.0136986301369863,3
"584","LCAT","M","captive",1,"L","CAT",NA,30.1753424657534,3
"5840","ERUF","F","captive",2,"E","RUF",1,0,3
"5841","ERUF","F","captive",1,"E","RUF",1,NA,3
"5842","EMAC","M","captive",1,"E","MAC",1,29.1095890410959,3
"5843","ERUF","F","captive",1,"E","RUF",1,NA,3
"5844","VVV",NA,"captive",1,"V","VV",1,0,3
"5845","EFUL","F","captive",1,"E","FUL",1,NA,3
"5846","LCAT","M","captive",2,"L","CAT",1,NA,3
"5847","LCAT","F","captive",2,"L","CAT",1,26.1534246575342,3
"5848","EUL","M","captive",1,"E","UL",0,17.3780821917808,3
"5849","LCAT","M","captive",1,"L","CAT",NA,NA,3
"585","LCAT","F","captive",1,"L","CAT",1,NA,3
"5850","EMAC","M","captive",2,"E","MAC",1,34.4767123287671,3
"5851","EMAC","M","captive",2,"E","MAC",1,26.3123287671233,3
"5852","LCAT","M","captive",1,"L","CAT",NA,NA,3
"5853","LCAT","F","captive",2,"L","CAT",NA,0.0191780821917808,3
"5854","LCAT","M","captive",2,"L","CAT",NA,0.558904109589041,3
"5855","EFUL","M","captive",1,"E","FUL",1,1.73424657534247,3
"5856","EMAC","F","captive",1,"E","MAC",1,18.0383561643836,3
"5857","EMAC","M","captive",2,"E","MAC",1,0,3
"5858","EMAC","M","captive",2,"E","MAC",1,0,3
"5859","EMAC","F","captive",2,"E","MAC",1,30.7013698630137,3
"5860","EMAC","F","captive",2,"E","MAC",1,23.3041095890411,3
"5861","VAR","M","captive",2,"V","AR",0,3.38082191780822,3
"5862","VAR","F","captive",2,"V","AR",0,NA,3
"5863","ERUF","F","captive",1,"E","RUF",1,24.241095890411,3
"5864","EUL","F","captive",1,"E","UL",0,0,3
"5865","VAR","F","captive",2,"V","AR",0,5.53972602739726,3
"5866","VAR","F","captive",2,"V","AR",0,NA,3
"5867","EUL","M","captive",2,"E","UL",0,NA,4
"5868","EUL","M","captive",2,"E","UL",0,NA,4
"5869","EUL","M","captive",1,"E","UL",1,NA,4
"587","ERUF","F","captive",1,"E","RUF",1,NA,4
"5870","EUL","M","captive",1,"E","UL",0,0.0657534246575342,4
"5871","VVV","F","captive",3,"V","VV",1,NA,4
"5872","VVV","F","captive",3,"V","VV",1,0.210958904109589,4
"5873","VVV","F","captive",3,"V","VV",1,NA,4
"5874","VRUB","F","captive",1,"V","RUB",1,5.30684931506849,4
"5875","VVV","F","captive",3,"V","VV",1,0,4
"5876","VVV","F","captive",3,"V","VV",1,0.47945205479452,4
"5877","VVV","M","captive",3,"V","VV",1,0,4
"5878","LCAT","M","captive",1,"L","CAT",1,22.7397260273973,4
"5879","EMON","F","captive",1,"E","MON",1,11.7068493150685,4
"588","EUL","M","captive",1,"E","UL",0,7.92602739726027,4
"5880","VVV","F","captive",3,"V","VV",1,28.7890410958904,4
"5881","VVV","M","captive",3,"V","VV",1,10.0657534246575,4
"5882","VVV","M","captive",3,"V","VV",1,0,4
"5883","VVV","M","captive",2,"V","VV",1,28.1013698630137,4
"5884","VVV","M","captive",2,"V","VV",1,33.8109589041096,4
"5885","LCAT","M","captive",NA,"L","CAT",NA,6.37260273972603,3
"5886","ERUF","M","captive",NA,"E","RUF",1,24.2630136986301,3
"5887","ECOL","M","captive",1,"E","COL",1,16.1616438356164,4
"5888","VRUB","F","captive",3,"V","RUB",1,10.5178082191781,4
"5889","VRUB","F","captive",3,"V","RUB",1,10.1150684931507,4
"589","ERUF","M","captive",1,"E","RUF",1,21.813698630137,5
"5890","VRUB","F","captive",3,"V","RUB",1,0.131506849315068,4
"5891","EUL",NA,"captive",1,"E","UL",1,0,4
"5892","EALB","M","captive",1,"E","ALB",1,NA,4
"5893","VVV","F","captive",4,"V","VV",1,NA,4
"5894","VVV","F","captive",4,"V","VV",1,24.7506849315069,4
"5895","VVV","F","captive",4,"V","VV",1,10.8767123287671,4
"5896","VVV","F","captive",4,"V","VV",1,0.336986301369863,4
"5897","VRUB","M","captive",1,"V","RUB",1,27.9287671232877,4
"5898","EUL","F","captive",1,"E","UL",1,NA,4
"5899","VRUB","M","captive",2,"V","RUB",1,25.9890410958904,4
"5900","VRUB","F","captive",2,"V","RUB",1,30.1095890410959,4
"5911","EUL","F","captive",1,"E","UL",1,1.21917808219178,4
"5912","LCAT","M","captive",1,"L","CAT",1,NA,5
"5913","EUL","M","captive",1,"E","UL",0,4.91506849315068,5
"5914","LCAT","M","captive",2,"L","CAT",1,5.61369863013699,5
"5915","LCAT","F","captive",2,"L","CAT",1,9.07123287671233,5
"5916","EUL","F","captive",1,"E","UL",0,NA,5
"5917","VVV","M","captive",2,"V","VV",1,19.7698630136986,5
"5918","VVV","M","captive",2,"V","VV",1,2.32328767123288,5
"5925","VVV","M","captive",3,"V","VV",1,32.4164383561644,5
"5926","VVV","M","captive",3,"V","VV",1,0.515068493150685,5
"5927","VVV","M","captive",3,"V","VV",1,16.8767123287671,5
"5928","LCAT","F","captive",1,"L","CAT",1,4.14794520547945,5
"5929","VVV","F","captive",1,"V","VV",NA,0,5
"5930","VRUB","M","captive",3,"V","RUB",1,6.27671232876712,5
"5931","VRUB","F","captive",3,"V","RUB",1,20.441095890411,5
"5932","VRUB","F","captive",3,"V","RUB",1,17.6657534246575,5
"5933","EUL",NA,"captive",NA,"E","UL",0,0.00273972602739726,5
"5934","EUL","F","captive",NA,"E","UL",0,NA,5
"5935","EFUL","F","captive",1,"E","FUL",1,NA,5
"5936","LCAT","M","captive",1,"L","CAT",1,0.00547945205479452,5
"5937","ECOR","F","captive",1,"E","COR",1,27.4219178082192,5
"5938","LCAT","M","captive",2,"L","CAT",1,12.2767123287671,5
"5939","LCAT","M","captive",2,"L","CAT",1,14.1342465753425,5
"5941","EMAC","M","captive",2,"E","MAC",1,25.1534246575342,6
"5942","EMAC","F","captive",2,"E","MAC",1,34.3479452054795,6
"5943","EUL","F","captive",1,"E","UL",1,0,7
"5947","LCAT","F","captive",NA,"L","CAT",1,9.22465753424657,6
"595","PCOQ","F","captive",1,"P","COQ",1,0.00273972602739726,5
"5952","EMON","F","captive",1,"E","MON",1,26.6904109589041,10
"5953","VVV","M","captive",NA,"V","VV",NA,NA,4
"5954","EUL","F","captive",1,"E","UL",0,NA,3
"5955","EMON","M","captive",1,"E","MON",1,21.4493150684931,1
"5956","PCOQ","M","captive",1,"P","COQ",1,0,1
"5957","EALB","M","captive",NA,"E","ALB",NA,21.1068493150685,5
"5958","EALB","M","captive",NA,"E","ALB",NA,22.7890410958904,6
"5959","ERUF","M","captive",2,"E","RUF",1,0,2
"596","PCOQ","F","captive",1,"P","COQ",1,6.26849315068493,12
"5960","ERUF","F","captive",2,"E","RUF",1,0,2
"5961","EMAC","M","captive",1,"E","MAC",1,0,2
"5962","LCAT","M","captive",1,"L","CAT",1,24.7068493150685,3
"5963","ERUF","F","captive",1,"E","RUF",1,NA,3
"5964","ERUF","F","captive",1,"E","RUF",1,0,3
"5965","LCAT","M","captive",1,"L","CAT",NA,22.6904109589041,3
"5966","ERUF","F","captive",1,"E","RUF",1,0,3
"5967","ERUF","M","captive",1,"E","RUF",1,1.30958904109589,3
"5968","EFUL","F","captive",1,"E","FUL",1,NA,3
"5969","LCAT","M","captive",1,"L","CAT",1,32.6109589041096,3
"597","PCOQ","M","captive",1,"P","COQ",1,30.5890410958904,2
"5970","EUL","F","captive",1,"E","UL",0,NA,3
"5971","EMAC","M","captive",1,"E","MAC",1,12.7835616438356,3
"5972","ECOL","M","captive",1,"E","COL",1,1.66301369863014,3
"5973","ECOL","M","captive",2,"E","COL",1,22.5397260273973,3
"5974","ECOL","M","captive",2,"E","COL",1,8.39452054794521,3
"5975","ERUF","M","captive",NA,"E","RUF",NA,NA,4
"5976","ERUF","M","captive",NA,"E","RUF",NA,11.6821917808219,4
"5977","LCAT","M","captive",2,"L","CAT",1,28.413698630137,3
"5978","LCAT","M","captive",2,"L","CAT",1,NA,3
"5979","VVV","F","captive",1,"V","VV",1,0,4
"598","PCOQ",NA,"captive",1,"P","COQ",1,0,12
"5980","VVV","M","captive",1,"V","VV",1,8.64931506849315,4
"5981","ECOL","F","captive",2,"E","COL",NA,NA,4
"5982","ECOL","F","captive",2,"E","COL",NA,28.9260273972603,4
"5983","LCAT","F","captive",2,"L","CAT",1,7.42191780821918,4
"5984","LCAT","F","captive",2,"L","CAT",1,25.4739726027397,4
"5985","EALB","M","captive",1,"E","ALB",1,NA,4
"5986","EUL","F","captive",1,"E","UL",0,NA,4
"5987","EUL","M","captive",2,"E","UL",1,NA,4
"5988","EUL","F","captive",2,"E","UL",1,NA,4
"5989","VVV","M","captive",3,"V","VV",1,NA,4
"599","PCOQ","F","captive",1,"P","COQ",1,1.68493150684932,2
"5990","VVV","M","captive",3,"V","VV",1,3.15616438356164,4
"5991","VVV","F","captive",3,"V","VV",1,0.235616438356164,4
"5992","VAR","F","captive",2,"V","AR",0,0.350684931506849,4
"5993","VAR","M","captive",2,"V","AR",0,0,4
"5994","VVV","M","captive",3,"V","VV",1,15.1068493150685,4
"5995","VVV","M","captive",3,"V","VV",1,15.5013698630137,4
"5996","VVV","F","captive",3,"V","VV",1,8.45753424657534,4
"5997","EUL","M","captive",1,"E","UL",1,NA,4
"5998","EUL","M","captive",1,"E","UL",1,NA,4
"6000","VRUB","M","captive",1,"V","RUB",1,20.7150684931507,4
"6001","VRUB","M","captive",2,"V","RUB",1,27.2794520547945,4
"6002","VRUB","M","captive",2,"V","RUB",1,15.1479452054795,4
"6003","VAR","F","captive",3,"V","AR",0,NA,4
"6004","VAR","F","captive",3,"V","AR",0,NA,4
"6005","VAR","F","captive",3,"V","AR",0,0.147945205479452,4
"6006","EUL","F","captive",2,"E","UL",1,NA,4
"6007","EUL","F","captive",2,"E","UL",1,NA,4
"6008","VRUB","F","captive",3,"V","RUB",1,33.1369863013699,5
"6009","VRUB","F","captive",3,"V","RUB",1,25.5698630136986,5
"6010","VRUB","F","captive",3,"V","RUB",1,27.8602739726027,5
"6011","VVV","M","captive",3,"V","VV",1,29.2328767123288,5
"6012","VVV","F","captive",3,"V","VV",1,NA,5
"6013","VVV","F","captive",3,"V","VV",1,14.2191780821918,5
"6014","VRUB","M","captive",3,"V","RUB",1,18.4876712328767,5
"6015","VRUB","M","captive",3,"V","RUB",1,10.1369863013699,5
"6016","VRUB","F","captive",3,"V","RUB",1,18.1945205479452,5
"6017","LCAT","F","captive",1,"L","CAT",1,4.66301369863014,5
"6018","VVV","M","captive",3,"V","VV",1,0.00273972602739726,5
"6019","VVV","M","captive",3,"V","VV",1,0.682191780821918,5
"6020","VVV","F","captive",3,"V","VV",1,22.4904109589041,5
"6021","EFUL","M","captive",2,"E","FUL",1,18.772602739726,5
"6022","EFUL","F","captive",2,"E","FUL",1,NA,5
"6023","EMAC","M","captive",1,"E","MAC",1,10.7424657534247,5
"6024","EUL","F","captive",1,"E","UL",0,NA,5
"6025","ECOR",NA,"captive",1,"E","COR",1,0,5
"6026","EUL","M","captive",2,"E","UL",1,2.98356164383562,6
"6027","EUL","M","captive",2,"E","UL",1,NA,6
"6028","VVV","F","captive",1,"V","VV",1,0.00547945205479452,6
"6029","EMAC","M","captive",1,"E","MAC",1,9.42739726027397,6
"6030","EMON","M","captive",1,"E","MON",1,18.4328767123288,6
"6031","ECOR","M","captive",1,"E","COR",1,2.6027397260274,6
"6032","LCAT","F","captive",1,"L","CAT",NA,3.39178082191781,6
"6033","EMON","M","captive",1,"E","MON",1,26.6657534246575,11
"6043","ESAN","M","captive",1,"E","SAN",1,1.12054794520548,10
"6044","ESAN","M","captive",1,"E","SAN",1,21.8575342465753,11
"6045","PCOQ","M","captive",1,"P","COQ",1,0,12
"6046","ERUF","F","captive",1,"E","RUF",1,NA,3
"6047","ERUF","M","captive",1,"E","RUF",NA,0.0164383561643836,3
"6048","VVV","F","captive",2,"V","VV",1,0,3
"6049","VVV","M","captive",2,"V","VV",1,3.64109589041096,3
"6050","EMAC","M","captive",2,"E","MAC",1,NA,3
"6051","EMAC","F","captive",2,"E","MAC",1,NA,3
"6052","ECOL","M","captive",1,"E","COL",1,25.1780821917808,3
"6053","LCAT","M","captive",2,"L","CAT",1,NA,3
"6054","LCAT","F","captive",2,"L","CAT",1,1.16712328767123,3
"6055","ERUF","F","captive",1,"E","RUF",1,NA,3
"6056","EMAC","F","captive",1,"E","MAC",1,0.0356164383561644,3
"6057","LCAT","M","captive",2,"L","CAT",1,17.6794520547945,3
"6058","LCAT","F","captive",2,"L","CAT",1,NA,3
"6059","EMAC","F","captive",1,"E","MAC",1,9.56164383561644,3
"606","CMED","M","captive",2,"C","MED",1,21.4767123287671,4
"6060","ERUF","M","captive",1,"E","RUF",NA,4.55616438356164,3
"6061","EFUL","M","captive",2,"E","FUL",1,0,3
"6062","EFUL","F","captive",2,"E","FUL",1,0,3
"6063","LCAT","F","captive",1,"L","CAT",1,9.21095890410959,3
"6064","EFUL","M","captive",1,"E","FUL",1,NA,3
"6065","EUL","F","captive",1,"E","UL",0,NA,3
"6066","VRUB","M","captive",4,"V","RUB",1,12.6356164383562,3
"6067","VRUB","M","captive",4,"V","RUB",1,16.5972602739726,3
"6068","VRUB","F","captive",4,"V","RUB",1,21.9123287671233,3
"6069","VRUB","F","captive",4,"V","RUB",1,18.8383561643836,3
"607","CMED","M","captive",2,"C","MED",1,4.63835616438356,4
"6070","ERUF","M","captive",2,"E","RUF",1,20.2931506849315,3
"6071","ERUF","M","captive",2,"E","RUF",1,0.331506849315069,3
"6072","ECOL","M","captive",1,"E","COL",1,NA,3
"6073","LCAT","F","captive",1,"L","CAT",1,21.013698630137,4
"6074","LCAT","F","captive",1,"L","CAT",1,NA,4
"6075","EUL","M","captive",1,"E","UL",0,4.16438356164384,4
"6076","EMON","M","captive",1,"E","MON",1,NA,4
"6077","EMON","F","captive",1,"E","MON",1,32.1506849315069,4
"6078","VVV","F","captive",2,"V","VV",1,0,4
"6079","ECOL","F","captive",2,"E","COL",1,0.00547945205479452,4
"608","CMED","F","captive",2,"C","MED",1,6.26301369863014,4
"6080","ECOL","M","captive",2,"E","COL",1,NA,4
"6081","EUL","M","captive",1,"E","UL",0,28.972602739726,4
"6082","EUL","M","captive",1,"E","UL",1,NA,4
"6083","ECOR","M","captive",1,"E","COR",1,11.7369863013699,4
"6084","EMON",NA,"captive",1,"E","MON",1,0,4
"6085","EMAC","M","captive",1,"E","MAC",NA,28.158904109589,4
"6086","EALB","M","captive",1,"E","ALB",1,NA,4
"6087","EUL",NA,"captive",NA,"E","UL",0,NA,4
"6088","EFUL","F","captive",NA,"E","FUL",1,NA,4
"6089","EMAC",NA,"captive",NA,"E","MAC",1,3.60547945205479,4
"609","CMED","M","captive",2,"C","MED",1,0.863013698630137,4
"6090","VRUB","F","captive",2,"V","RUB",1,11.2657534246575,4
"6091","VRUB","F","captive",2,"V","RUB",1,14.8821917808219,4
"6092","VAR","F","captive",NA,"V","AR",NA,0.901369863013699,4
"6093","ERUF",NA,"captive",NA,"E","RUF",1,NA,4
"6094","VVV","F","captive",2,"V","VV",1,14.241095890411,4
"6095","EUL","F","captive",1,"E","UL",0,0.167123287671233,4
"6096","VRUB","M","captive",2,"V","RUB",1,0.0465753424657534,4
"6097","VRUB","M","captive",2,"V","RUB",1,0.073972602739726,4
"6098","ESAN","F","captive",1,"E","SAN",1,23.3917808219178,4
"6099","EMAC","M","captive",1,"E","MAC",1,13.0356164383562,5
"610","CMED",NA,"captive",3,"C","MED",1,0,7
"6100","LCAT","F","captive",NA,"L","CAT",1,3.17808219178082,4
"6101","EMAC","F","captive",1,"E","MAC",1,18.5369863013699,5
"6102","EMON","F","captive",1,"E","MON",1,29.5890410958904,5
"6103","ECOR","M","captive",1,"E","COR",1,0,5
"6104","LCAT","F","captive",1,"L","CAT",NA,16.7205479452055,5
"6105","LCAT","M","captive",2,"L","CAT",1,18.9506849315068,6
"6106","LCAT","F","captive",2,"L","CAT",1,NA,6
"611","CMED",NA,"captive",3,"C","MED",1,0,7
"6111","ECOR","M","captive",1,"E","COR",1,0.0136986301369863,6
"6112","EUL","M","captive",1,"E","UL",0,29.2602739726027,6
"6113","ERUF","F","captive",1,"E","RUF",1,NA,6
"6114","VVV","M","captive",1,"V","VV",1,0.0684931506849315,6
"6115","PCOQ",NA,"captive",1,"P","COQ",NA,0,6
"6116","EFLA","F","captive",1,"E","FLA",1,0.0246575342465753,7
"6117","PCOQ","F","captive",1,"P","COQ",NA,6.91506849315068,7
"6118","LCAT","M","captive",1,"L","CAT",NA,NA,7
"6119","ESAN","F","captive",1,"E","SAN",1,NA,8
"612","CMED",NA,"captive",3,"C","MED",1,0,7
"6123","EFUL","F","captive",NA,"E","FUL",1,29.8328767123288,3
"6124","LCAT","F","captive",NA,"L","CAT",NA,NA,7
"6125","LCAT","M","captive",NA,"L","CAT",NA,10.5123287671233,8
"6126","LCAT","M","captive",NA,"L","CAT",NA,20.7917808219178,6
"6127","LCAT","M","captive",NA,"L","CAT",NA,5.06301369863014,3
"6128","LCAT","F","captive",NA,"L","CAT",NA,NA,3
"6129","EMAC","F","captive",2,"E","MAC",1,0,7
"613","CMED","F","captive",2,"C","MED",1,19.1945205479452,7
"6130","EMAC","M","captive",2,"E","MAC",1,0,7
"6131","EMON","M","captive",1,"E","MON",1,5.04383561643836,11
"6132","EMON","M","captive",1,"E","MON",1,0.0657534246575342,11
"6133","PCOQ","M","captive",1,"P","COQ",1,0.30958904109589,12
"6134","EMAC","M","captive",NA,"E","MAC",1,26.5041095890411,3
"6135","EMAC","F","captive",NA,"E","MAC",1,NA,3
"6136","EMAC","M","captive",NA,"E","MAC",1,22.9808219178082,3
"6137","ERUF","M","captive",1,"E","RUF",1,NA,3
"6138","LCAT","M","captive",2,"L","CAT",NA,5.63013698630137,3
"6139","LCAT","M","captive",2,"L","CAT",NA,30.1424657534247,3
"614","CMED","F","captive",2,"C","MED",1,6.8986301369863,7
"6140","LCAT","F","captive",1,"L","CAT",NA,17.4246575342466,3
"6141","LCAT","F","captive",1,"L","CAT",1,NA,3
"6142","ECOL","F","captive",1,"E","COL",1,27.9178082191781,3
"6143","LCAT","M","captive",1,"L","CAT",NA,23.586301369863,3
"6144","ECOL","M","captive",2,"E","COL",1,NA,3
"6145","ECOL","F","captive",2,"E","COL",1,NA,3
"6146","EFLA","F","captive",1,"E","FLA",1,0.235616438356164,3
"6147","VVV","F","captive",2,"V","VV",1,0.608219178082192,3
"6148","VVV","F","captive",2,"V","VV",1,12.5890410958904,3
"6149","LCAT","M","captive",2,"L","CAT",1,NA,4
"615","CMED","M","captive",1,"C","MED",1,4.24657534246575,9
"6150","LCAT","M","captive",2,"L","CAT",1,3.13150684931507,4
"6151","ECOR","M","captive",2,"E","COR",1,0,4
"6152","ECOR","F","captive",2,"E","COR",1,0,4
"6153","EMAC","F","captive",1,"E","MAC",1,19.0602739726027,4
"6154","PCOQ","F","captive",1,"P","COQ",1,0,12
"6155","EUL","M","captive",1,"E","UL",0,5.01917808219178,4
"6156","EMON","M","captive",1,"E","MON",1,31.0602739726027,4
"6157","EMAC","F","captive",1,"E","MAC",1,NA,4
"6158","LCAT","F","captive",2,"L","CAT",1,0.0273972602739726,4
"6159","LCAT","F","captive",2,"L","CAT",1,23.6082191780822,4
"616","CMED","F","captive",3,"C","MED",1,1.81917808219178,9
"6160","VRUB","M","captive",3,"V","RUB",1,NA,4
"6161","VRUB","F","captive",3,"V","RUB",1,11.7534246575342,4
"6162","VRUB","F","captive",3,"V","RUB",1,10.5671232876712,4
"6163","EUL","F","captive",1,"E","UL",0,NA,4
"6164","VVV",NA,"captive",2,"V","VV",1,0,4
"6165","VVV",NA,"captive",2,"V","VV",1,0,4
"6166","EMON","F","captive",1,"E","MON",1,NA,4
"6167","EALB","M","captive",2,"E","ALB",1,NA,4
"6168","EALB","F","captive",2,"E","ALB",1,NA,4
"6169","VRUB","M","captive",3,"V","RUB",1,30.9780821917808,4
"617","CMED","M","captive",3,"C","MED",1,NA,9
"6170","VRUB","M","captive",3,"V","RUB",1,30.0082191780822,4
"6171","VRUB","F","captive",3,"V","RUB",1,25.0958904109589,4
"6172","EMON","M","captive",2,"E","MON",1,14.8109589041096,4
"6173","VRUB","F","captive",2,"V","RUB",1,18.8575342465753,4
"6174","VRUB","F","captive",2,"V","RUB",1,22.2356164383562,4
"6175","ECOR","F","captive",1,"E","COR",1,0.704109589041096,4
"6176","ERUF","M","captive",1,"E","RUF",NA,19.4904109589041,4
"6177","ECOR","F","captive",1,"E","COR",1,26.5150684931507,5
"6178","VVV","M","captive",3,"V","VV",1,0.0219178082191781,5
"6179","VVV","F","captive",3,"V","VV",1,8.64657534246575,5
"618","CMED","M","captive",3,"C","MED",1,5.3013698630137,9
"6180","VVV","F","captive",3,"V","VV",1,22.8821917808219,5
"6181","EUL","F","captive",1,"E","UL",0,20.6027397260274,5
"6182","ESAN","M","captive",2,"E","SAN",1,16.8328767123288,5
"6183","ESAN","M","captive",2,"E","SAN",1,16.8328767123288,5
"6184","EUL","M","captive",2,"E","UL",0,28.5835616438356,5
"6185","EUL","M","captive",2,"E","UL",0,NA,5
"6186","ECOR","F","captive",1,"E","COR",1,0,5
"6187","EFLA","M","captive",1,"E","FLA",1,19.8849315068493,5
"6188","EMON","M","captive",2,"E","MON",1,0.0136986301369863,4
"6189","ECOL","M","captive",1,"E","COL",1,23.8684931506849,5
"619","CMED","F","captive",2,"C","MED",NA,5.75890410958904,7
"6190","ESAN","M","captive",1,"E","SAN",1,NA,6
"6191","LCAT","M","captive",1,"L","CAT",NA,17.158904109589,6
"6192","ESAN","F","captive",1,"E","SAN",1,14.4684931506849,7
"6193","LCAT","F","captive",NA,"L","CAT",NA,NA,3
"6194","EUL","F","captive",NA,"E","UL",1,NA,6
"6195","EMAC","F","captive",NA,"E","MAC",1,4.58082191780822,5
"620","CMED","M","captive",2,"C","MED",NA,4.01643835616438,7
"6200","PCOQ","F","captive",1,"P","COQ",1,3.59452054794521,12
"6207","PCOQ","M","captive",1,"P","COQ",1,28.2164383561644,1
"6208","EFUL","M","captive",NA,"E","FUL",1,NA,4
"6209","LCAT","M","captive",1,"L","CAT",NA,8.55616438356164,3
"621","CMED","M","captive",1,"C","MED",NA,19.0602739726027,6
"6210","ERUF","F","captive",1,"E","RUF",NA,1.6,3
"6211","ERUF","M","captive",1,"E","RUF",NA,0.0246575342465753,3
"6212","EUL","F","captive",1,"E","UL",NA,NA,3
"6213","LCAT","M","captive",1,"L","CAT",NA,4.41917808219178,3
"6214","EUL","F","captive",2,"E","UL",1,0,3
"6215","EUL","F","captive",2,"E","UL",1,0,3
"6216","LCAT","F","captive",1,"L","CAT",NA,NA,3
"6217","LCAT","F","captive",1,"L","CAT",NA,13.1041095890411,3
"6218","EMON","F","captive",1,"E","MON",1,12.7835616438356,4
"6219","EMAC","F","captive",NA,"E","MAC",NA,19.6164383561644,4
"622","CMED","F","captive",2,"C","MED",NA,0.00273972602739726,7
"6220","EMON","F","captive",1,"E","MON",1,0.23013698630137,4
"6221","ESAN","F","captive",1,"E","SAN",1,22.9780821917808,4
"6222","ECOL","F","captive",1,"E","COL",1,18.4986301369863,4
"6223","ECOL","F","captive",1,"E","COL",1,11.7780821917808,4
"6224","EMON","F","captive",1,"E","MON",1,NA,4
